budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_countries,release_date,revenue,runtime,status,tagline,title,vote_average,vote_count
35000000, Horror Comedy Romance,,82654, postapocalyptic dystopia zombie zombieapocalypse interspeciesromance basedonyoungadultnovel,en,Warm Bodies,"After a zombie becomes involved with the girlfriend of one of his victims, their romance sets in motion a sequence of events that might transform the entire lifeless world.",43.742241,"[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}]",2013-01-31,116980662,97.0,Released,Cold body. Warm heart.,Warm Bodies,6.4,2652
30000000, Action Thriller ScienceFiction,http://loopermovie.com/,59967, suice assassin drugaddiction future timetravel dystopia retirement boy murder organizedcrime tragedy execution violence criminal drugaddict contractkiller neonoir,en,Looper,"In the futuristic action thriller Looper, time travel will be invented but it will be illegal and only available on the black market. When the mob wants to get rid of someone, they will send their target 30 years into the past where a looper, a hired gun, like Joe is waiting to mop up. Joe is getting rich and life is good until the day the mob decides to close the loop, sending back Joe's future self for assassination.",46.377628,"[{""iso_3166_1"": ""CN"", ""name"": ""China""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012-09-26,47042000,118.0,Released,"Hunted By Your Future, Haunted By Your Past",Looper,6.6,4697
30000000, Fantasy Drama Comedy Family,,9598, sheep pig affection piglet heroism talkinganimal separation germanshepherd grandson talkingpig,en,Babe,"Babe is a little pig who doesn't quite know his place in the world. With a bunch of odd friends, like Ferdinand the duck who thinks he is a rooster and Fly the dog he calls mom, Babe realizes that he has the makings to become the greatest sheep pig of all time, and Farmer Hogget knows it. With the help of the sheep dogs Babe learns that a pig can be anything that he wants to be.",34.36645,"[{""iso_3166_1"": ""AU"", ""name"": ""Australia""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1995-07-18,254134910,89.0,Released,A little pig goes a long way.,Babe,6.0,733
30000000, Drama Comedy Romance,,82696, renewingweddingvows marriagecounselling,en,Hope Springs,"After thirty years of marriage, a middle-aged couple attends an intense, week-long counseling session to work on their relationship.",12.967137,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012-08-07,114281051,100.0,Released,"Sometimes to keep the magic, you need to learn a few tricks.",Hope Springs,5.8,284
30000000, Comedy Romance Drama,http://www.forgettingsarahmarshall.com/,9870, hawaii onenightstand beauty,en,Forgetting Sarah Marshall,"When Sarah Marshall dumps aspiring musician Peter Bretter for rock star Aldous Snow, Peter's world comes crashing down. His best friend suggests that Peter should get away from everything and to fly off to Hawaii to escape all his problems. After arriving in Hawaii and meeting the beautiful Rachel Jansen, Peter is shocked to see not only Aldous Snow in Hawaii, but also Sarah Marshall.",50.670253,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-04-17,105173115,111.0,Released,"You lose some, you get some.",Forgetting Sarah Marshall,6.4,1172
45000000, Action Crime,http://fourbrothersmovie.com,8292, brotherbrotherrelationship robbery arbitrarylaw adoptivemother revenge murder violence detroit duringcreditsstinger interracialadoption,en,Four Brothers,Four adopted brothers return to their Detroit hometown when their mother is murdered and vow to exact revenge on the killers.,24.694551,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2005-08-11,92374674,109.0,Released,They came home to bury mom... and her killer,Four Brothers,6.7,607
30000000, Comedy,http://www.babymamamovie.net/,8780, pregnancyandbirth surrogatemother,en,Baby Mama,"A successful, single businesswoman who dreams of having a baby discovers she is infertile and hires a working class woman to be her unlikely surrogate.",11.409124,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-04-23,63833449,99.0,Released,Would you put your eggs...in this basket?,Baby Mama,5.8,205
30000000, Comedy,http://www.bridewars.com,10521, bre friendship engagement rivalry wedding familyfeud,en,Bride Wars,Two best friends become rivals when their respective weddings are accidentally booked for the same day.,33.385429,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-01-09,114663461,89.0,Released,May the best bride win,Bride Wars,5.9,856
19000000, Action Adventure Comedy Thriller,,10762, deathofafriend treasurehunt,en,Without a Paddle,"Three friends, whose lives have been drifting apart, reunite for the funeral of a fourth childhood friend. When looking through their childhood belongings, they discover a trunk which contained details on a quest their friend was attempting. It revealed that he was hot on the trail of the $200,000 that went missing with airplane hijacker D.B. Cooper in 1971. They decide to continue his journey, but do not understand the dangers they will soon encounter.",8.584398,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-08-20,69631118,95.0,Released,"The call of the wild, the thrill of adventure. The mistake of a lifetime.",Without a Paddle,5.3,214
37000000, Comedy Fantasy Romance,,10096, newyork photographer editorinchief wish michaeljackson childasanadult bestfriendsinlove,en,13 Going on 30,"After total humiliation at her thirteenth birthday party, Jenna Rink wants to just hide until she's thirty. With a little magic, her wish is granted, but it turns out that being thirty isn't as always as awesome as she thought it would be!",41.569541,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-04-13,96455697,98.0,Released,"For some, 13 feels like it was just yesterday. For Jenna, it was.",13 Going on 30,6.3,1204
53000000, Crime Drama,,4133, s warondrugs drugaddiction drugtraffic drugsmuggle riseandfall,en,Blow,"A boy named George Jung grows up in a struggling family in the 1950's. His mother nags at her husband as he is trying to make a living for the family. It is finally revealed that George's father cannot make a living and the family goes bankrupt. George does not want the same thing to happen to him, and his friend Tuna, in the 1960's, suggests that he deal marijuana. He is a big hit in California in the 1960's, yet he goes to jail, where he finds out about the wonders of cocaine. As a result, when released, he gets rich by bringing cocaine to America. However, he soon pays the price.",28.350529,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2001-04-04,83282296,124.0,Released,Based on a True Story.,Blow,7.4,1317
80000000, Romance Drama,,10207, sailboat anonymousletter sailing loveletter bottle,en,Message in a Bottle,"A woman finds a romantic letter in a bottle washed ashore and tracks down the author, a widowed shipbuilder whose wife died tragically early. As a deep and mutual attraction blossoms, the man struggles to make peace with his past so that he can move on and find happiness.",10.81051,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1999-02-22,118880016,131.0,Released,A story of love lost and found.,Message in a Bottle,5.8,196
30000000, ScienceFiction Action Adventure Thriller,,172, federation starfleet ussenterprisea shakaree lossofbrother selfsacrifice hostage liberationofhostage romulans klingon vulcan spaceopera,en,Star Trek V: The Final Frontier,Capt. Kirk and his crew must deal with Mr. Spock's half brother who kidnaps three diplomats and hijacks the Enterprise in his obsessive search for God.,19.578249,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1989-06-09,70200000,107.0,Released,Adventure and imagination will meet at the final frontier.,Star Trek V: The Final Frontier,5.6,376
30000000, Comedy Drama Family Fantasy,,21972, bet lightning sportsteam sport basketball bullying orphanage teenager,en,Like Mike,"Calvin and his friends, who all live in an orphanage, find old shoes with the faded letters MJ connected to a powerline. One stormy night, they go to get the shoes when Calvin and the shoes are struck by lightning. Calvin now has unbelievable basketball powers and has the chance to play for the NBA.",5.73667,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-07-03,0,99.0,Released,"Think like Mike, Achieve like Mike, Be Like Mike.",Like Mike,5.7,100
30000000, Comedy Crime,,36593, undercover spoof stateprison,en,The Naked Gun 33⅓: The Final Insult,"Frank Drebin is persuaded out of retirement to go undercover in a state prison. There he is to find out what top terrorist, Rocco, has planned for when he escapes. Frank's wife, Jane, is desperate for a baby.. this adds to Frank's problems. A host of celebrities at the Academy awards ceremony are humiliated by Frank as he blunders his way trying to foil Rocco.",28.624038,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1994-03-18,51132598,83.0,Released,"A Mad Bomber is on the Loose, and If Anyone Can Stop Him....So Can Frank!",The Naked Gun 33⅓: The Final Insult,6.3,521
30000000, Adventure Action Thriller,http://www.mgm.com/view/movie/2101/A-View-to-a-Kill/,707, paris londonengland france england sanfrancisco horserace fire helicopter drugabuse terrorist secretentity firemen fireengine villain ascot siliconvalley zeppelin earthquake snowboarding microchip doping racehorse flooding pipeline snow britishsecretservice skiing,en,A View to a Kill,A newly developed microchip designed by Zorin Industries for the British Government that can survive the electromagnetic radiation caused by a nuclear explosion has landed in the hands of the KGB. James Bond must find out how and why. His suspicions soon lead him to big industry leader Max Zorin.,27.230493,"[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""IS"", ""name"": ""Iceland""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1985-05-24,152427960,131.0,Released,Has James Bond finally met his match?,A View to a Kill,6.0,506
30000000, Adventure Animation Comedy Family,http://www.wallaceandgromit.com/films/the-curse-of-the-wererabbit,533, competition garden vegetable stopmotion animation contest dog rabbit pestcontrol giantvegetable wallacegromit,en,The Curse of the Were-Rabbit,"Cheese-loving eccentric Wallace and his cunning canine pal, Gromit, investigate a mystery in Nick Park's animated adventure, in which the lovable inventor and his intrepid pup run a business ridding the town of garden pests. Using only humane methods that turn their home into a halfway house for evicted vermin, the pair stumble upon a mystery involving a voracious vegetarian monster that threatens to ruin the annual veggie-growing contest.",30.380747,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2005-09-04,192452832,85.0,Released,Something bunny is going on...,The Curse of the Were-Rabbit,6.8,643
30000000, Drama Romance,,6023, jobhopping irland shoeseller letter dyinganddeath lossofhusband,en,P.S. I Love You,A young widow discovers that her late husband has left her 10 messages intended to help ease her pain and start a new life.,29.489274,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2007-11-15,156835339,126.0,Released,"His life ended. Now, a new one will begin.",P.S. I Love You,6.9,977
30000000, Comedy,,6439, loveofanimals horse entitycrisis farm zebra,en,Racing Stripes,"Shattered illusions are hard to repair -- especially for a good-hearted zebra named Stripes who's spent his life on a Kentucky farm amidst the sorely mistaken notion that he's a debonair thoroughbred. Once he faces the fact that his stark stripes mark him as different, he decides he'll race anyway. And with help from the young girl who raised him, he just might end up in the winner's circle.",8.058109,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""ZA"", ""name"": ""South Africa""}]",2005-01-06,93772522,102.0,Released,Cheer 'til you're horse!,Racing Stripes,5.1,123
30000000, Drama Romance,,4347, basedonnovel sistersisterrelationship flirt lossofsister newlove worldwarii book mistake innocence author redemption summer,en,Atonement,"As a 13-year-old, fledgling writer Briony Tallis irrevocably changes the course of several lives when she accuses her older sister's lover of a crime he did not commit.",33.369305,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2007-08-29,129266061,123.0,Released,Torn apart by betrayal. Separated by war. Bound by love.,Atonement,7.4,1049
30000000, Comedy Drama Romance,http://www.letterstojuliet-movie.com/,37056, italy letter romanticcomedy americanabroad boyfriendgirlfriend italianstereotype veronaitaly quest,en,Letters to Juliet,"An American girl on vacation in Italy finds an unanswered ""letter to Juliet"" -- one of thousands of missives left at the fictional lover's Verona courtyard, which are typically answered by a the ""secretaries of Juliet"" -- and she goes on a quest to find the lovers referenced in the letter.",16.52083,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-05-14,0,105.0,Released,What if you had a second chance to find true love?,Letters to Juliet,6.6,796
30000000, Action Thriller Crime,,4105, japan yakuza japanesemafia,en,Black Rain,"Two New York cops get involved in a gang war between members of the Yakuza, the Japanese Mafia. They arrest one of their killers and are ordered to escort him back to Japan. In Japan, however, he manages to escape. As they try to track him down, they get deeper and deeper into the Japanese Mafia scene and they have to learn that they can only win by playing the game the Japanese way.",11.19602,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1989-09-22,45892212,125.0,Released,Their country. Their laws. Their game. His rules.,Black Rain,6.2,243
30000000, Comedy,http://www.threestooges.com/movie/index.htm,76489, duringcreditsstinger,en,The Three Stooges,"While trying to save their childhood orphanage, Moe, Larry and Curly inadvertently stumble into a murder plot and wind up starring in a reality TV show.",14.585968,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012-04-13,54819301,92.0,Released,Just Say Moe.,The Three Stooges,4.9,140
40000000, Romance Fantasy Animation Music,http://corpsebridemovie.warnerbros.com/,3933, shyness england cheating oldtown grave skeleton musical marriage weddingring stopmotion animation money wedding corpse weddingceremony parents darkfantasy european ring piano,en,Corpse Bride,"Set in a 19th-century european village, this stop-motion animation feature follows the story of Victor, a young man whisked away to the underworld and wed to a mysterious corpse bride, while his real bride Victoria waits bereft in the land of the living.",43.571612,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2005-09-09,117195061,77.0,Released,There's been a grave misunderstanding.,Corpse Bride,7.2,1894
30000000, Action Crime Drama Mystery Thriller,,273481, mexico cia smoking texas fbi murder dirtycop soccer drug fbiagent nightvision deathofdaughter tunnel elpaso moraldilemma deathofwife mexicancartel,en,Sicario,"A young female FBI agent joins a secret CIA operation to take down a Mexican cartel boss, a job that ends up pushing her ethical and moral values to the limit.",55.424027,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-09-17,84025816,121.0,Released,The border is just another line to cross.,Sicario,7.2,2416
30000000, Action Drama,,307081, sport,en,Southpaw,"Billy ""The Great"" Hope, the reigning junior middleweight boxing champion, has an impressive career, a loving wife and daughter, and a lavish lifestyle. However, when tragedy strikes, Billy hits rock bottom, losing his family, his house and his manager. He soon finds an unlikely savior in Tick Willis, a former fighter who trains the city's toughest amateur boxers. With his future on the line, Hope fights to reclaim the trust of those he loves the most.",65.364452,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-06-15,91709827,123.0,Released,Believe in Hope.,Southpaw,7.3,2067
30000000, Horror Thriller,http://www.dragmetohell.net/,16871, gypsy work gore curse psychologist psychic evil loanofficer obituary engagementring gypsies,en,Drag Me to Hell,"After denying a woman the extension she needs to keep her home, loan officer Christine Brown sees her once-promising life take a startling turn for the worse. Christine is convinced she's been cursed by a Gypsy, but her boyfriend is skeptical. Her only hope seems to lie in a psychic who claims he can help her lift the curse and keep her soul from being dragged straight to hell.",45.083509,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-03-15,90810892,99.0,Released,"Christine Brown has a good job, a great boyfriend, and a bright future. But in three days, she's going to hell.",Drag Me to Hell,6.2,966
25000000, Fantasy Drama Romance,http://theageofadalinemovie.com,293863, sanfrancisco immortality love forever,en,The Age of Adaline,"After 29-year-old Adaline recovers from a nearly lethal accident, she inexplicably stops growing older. As the years stretch on and on, Adaline keeps her secret to herself  until she meets a man who changes her life.",82.052056,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-04-16,65663276,112.0,Released,Love is timeless.,The Age of Adaline,7.4,1990
30000000, Drama Romance,http://stepupmovie.com/,41233, musical duringcreditsstinger d,en,Step Up 3D,"A tight-knit group of New York City street dancers, including Luke and Natalie, team up with NYU freshman Moose, and find themselves pitted against the world's best hip hop dancers in a high-stakes showdown that will change their lives forever.",25.060342,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-08-04,159291809,107.0,Released,Two Worlds. One Dream.,Step Up 3D,6.6,582
25000000, Adventure,,9266, sea surfer hawaii sport job americanfootballplayer prettywoman,en,Blue Crush,"Nothing gets between Anne Marie and her board. Living in a beach shack with three roommates, she is up before dawn every morning to conquer the waves and count the days until the Pipe Masters competition. Having transplanted herself to Hawaii with no one's blessing but her own, Anne Marie finds all she needs in the adrenaline-charged surf scene - until pro quarterback Matt Tollman comes along...",11.42943,"[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-08-08,51842679,104.0,Released,"Three Friends, One Passion, No Limits.",Blue Crush,5.6,159
30000000, Comedy Drama Fantasy Romance,http://www.sonypictures.com/homevideo/strangerthanfiction/,1262, professor literature love romanticcomedy author fate death dying novelist publisher whatif,en,Stranger Than Fiction,"Everybody knows that your life is a story. But what if a story was your life? Harold Crick is your average IRS agent: monotonous, boring, and repetitive. But one day this all changes when Harold begins to hear an author inside his head narrating his life. But when the narration reveals he is going to die, Harold must find the author and convince them to change the ending.",32.26789,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-09-09,53653224,113.0,Released,Harold Crick isn't ready to go. Period.,Stranger Than Fiction,7.1,721
30000000, Horror Thriller,http://www.30daysofnight.com/,4513, sunrise winter vampire marriagecrisis alaska basedongraphicnovel blizzard bloodlust polarnight,en,30 Days of Night,"This is the story of an isolated Alaskan town that is plunged into darkness for a month each year when the sun sinks below the horizon. As the last rays of light fade, the town is attacked by a bloodthirsty gang of vampires bent on an uninterrupted orgy of destruction. Only the small town's husband-and-wife Sheriff team stand between the survivors and certain destruction.",33.394082,"[{""iso_3166_1"": ""NZ"", ""name"": ""New Zealand""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2007-10-17,75505973,113.0,Released,They're Coming!,30 Days of Night,6.2,767
30000000, Horror Thriller,http://www.discoverthecabininthewoods.com/,22970, cabin plottwist cabininthewoods filmedkilling veowall speakerphone mountedanimalhead youngadult,en,The Cabin in the Woods,"Five college friends spend the weekend at a remote cabin in the woods, where they get more than they bargained for. Together, they must discover the truth behind the cabin in the woods.",73.987775,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012-04-12,66486080,95.0,Released,If you hear a strange sound outside... have sex,The Cabin in the Woods,6.5,2263
30000000, Comedy,http://www.meetthespartans.com/,7278, fight queen penguin blackhole men army sat aftercreditsstinger duringcreditsstinger,en,Meet the Spartans,"From the creators of Scary Movie and Date Movie comes this tongue-in-cheek parody of the sword-and-sandal epics, dubbed Meet the Spartans. The 20th Century Fox production was written and directed by the filmmaking team of Jason Friedberg and Aaron Seltzer. Sure, Leonidas may have nothing more than a cape and some leather underwear to protect him from the razor-sharp swords of his Persian enemies,",10.608998,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-01-24,84646831,84.0,Released,"The Bigger the Hit, The Harder They Fall",Meet the Spartans,3.7,359
30000000, Adventure Comedy Crime,,9013, crookedlawyer bailjumper mafiaaccountant stretchlimousine manhattannewyorkcity southwesternus busstation policesurveillance,en,Midnight Run,"An accountant embezzles $15 million of mob money, jumps bail and is chased by bounty hunters, the FBI, and the Mafia.",12.821329,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1988-07-20,38413606,126.0,Released,This could be the beginning of a beautiful friendship.,Midnight Run,7.2,238
27000000, Action ScienceFiction,,865, prison chase huntinghumanbeings gameshow dystopia dystopicfuture,en,The Running Man,"By 2017, the global economy has collapsed and American society has become a totalitarian police state, censoring all cultural activity. The government pacifies the populace by broadcasting a number of game shows in which convicted criminals fight for their lives, including the gladiator-style The Running Man, hosted by the ruthless Damon Killian, where “runners” attempt to evade “stalkers” and certain death for a chance to be pardoned and set free.",30.131498,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1987-11-13,38122105,101.0,Released,A game nobody survives. But Schwarzenegger has yet to play.,The Running Man,6.4,703
25000000, Horror Comedy Music,,10776, flower solareclipse florist assistant plants success aggressionbyplant investigation nerd blonde carnivorousplant remake crush basedonplay motorcycle eclipse partanimated dentist bum killerplant basedonstagemusical skrow basedonfilm plantfood flesheatingplant ineptassistant cultclassic maneatingplant,en,Little Shop of Horrors,"Seymour Krelborn is a nerdy orphan working at Mushnik's, a flower shop in urban Skid Row. He harbors a crush on fellow co-worker Audrey Fulquard, and is berated by Mr. Mushnik daily. One day as Seymour is seeking a new mysterious plant, he finds a very mysterious unidentified plant which he calls Audrey II. The plant seems to have a craving for blood and soon begins to sing for his supper.",12.113235,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1986-12-19,38748395,94.0,Released,Don't feed the plants.,Little Shop of Horrors,6.6,384
30000000, Action Thriller Adventure,http://hannathemovie.com/,50456, assassin selfsacrifice stripclub secretagent training british roadtrip deadanimal teenagegirl pistol duringcreditsstinger,en,Hanna,"A 16-year-old girl raised by her father to be the perfect assassin is dispatched on a mission across Europe. Tracked by a ruthless operatives, she faces startling revelations about her existence and questions about her humanity.",31.191975,"[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-04-07,63782078,111.0,Released,Adapt or die.,Hanna,6.5,1263
30000000, Action Fantasy ScienceFiction,,9823, martialarts authority tour nt battle fighting basedonveogame handtohandcombat,en,Mortal Kombat: Annihilation,"A group of heroic warriors has only six days to save the planet in ""Mortal Kombat Annihilation."" To succeed they must survive the most spectacular series of challenges any human, or god, has ever encountered as they battle an evil warlord bent on taking control of Earth. Sequel to the film ""Mortal Kombat,"" and based on the popular video game.",11.916389,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1997-11-21,51376861,95.0,Released,"The world was created in six days, so too shall it be destroyed and on the seventh day mankind will rest... in peace",Mortal Kombat: Annihilation,3.8,221
30000000, Comedy Romance Drama,http://www.larrycrowne.com/,59861, classroom college teacher diner lossofjob economics yardsale cellphone scooter backtoschool,en,Larry Crowne,"After losing his job, a middle-aged man reinvents himself by going back to college.",20.355458,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-06-30,36160375,98.0,Released,Rediscover life and love,Larry Crowne,5.7,359
30000000, Drama Horror,http://www.carrie-movie.com,133805, terror basedonnovel power telekinesis highschool remake revenge murder prank prom teenager explosion violence religious humiliation womandirector,en,Carrie,"A reimagining of the classic horror tale about Carrie White, a shy girl outcast by her peers and sheltered by her deeply religious mother, who unleashes telekinetic terror on her small town after being pushed too far at her senior prom.",63.848541,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-10-16,82394288,100.0,Released,Know her name. Fear her power.,Carrie,5.8,1463
30000000, Music,,12763, dancingmaster dance musical womandirector,en,Take the Lead,"A former professional dancer volunteers to teach dance in the New York public school system and, while his background first clashes with his students' tastes, together they create a completely new style of dance. Based on the story of ballroom dancer, Pierre Dulane.",8.999675,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-03-17,34742066,108.0,Released,Never Follow,Take the Lead,6.6,162
30000000, Action Adventure Crime Drama,,9766, competition prisoner probationassistant sport violence americanfootballplayer,en,Gridiron Gang,"Teenagers at a juvenile detention center, under the leadership of their counselor, gain self-esteem by playing football together.",9.278361,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-09-15,41480851,125.0,Released,One goal. A second chance.,Gridiron Gang,6.5,206
45000000, Action Comedy,,14034, businessman masterthief thief ring,en,What's the Worst That Could Happen?,Thief Kevin Caffery attempts to rob from the home of rich businessman Max Fairbanks. But Fairbanks catches him and steals his cherished ring that his girlfriend gave him. Caffery is then bent on revenge and getting his ring back with the help of his partners.,7.185212,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2001-05-31,0,94.0,Released,It takes a thief to nail a crook.,What's the Worst That Could Happen?,5.1,66
30000000, Action Adventure Animation ScienceFiction Thriller,,12244, manvsmachine hope postapocalyptic dystopia friendship war steampunk coward endofworld ragdoll,en,9,"When 9 first comes to life, he finds himself in a post-apocalyptic world. All humans are gone, and it is only by chance that he discovers a small community of others like him taking refuge from fearsome machines that roam the earth intent on their extinction. Despite being the neophyte of the group, 9 convinces the others that hiding will do them no good.",55.806402,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-08-19,48428063,79.0,Released,When our world ended their mission began.,9,6.6,1262
30000000, Thriller Crime Drama,http://www.sideeffectsmayvary.com/,109421, fraud coverup murder drug prescriptionmedication professionalreputation,en,Side Effects,A woman turns to prescription medication as a way of handling her anxiety concerning her husband's upcoming release from prison.,48.237797,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-02-07,63372757,106.0,Released,One pill can change your life.,Side Effects,6.4,1323
30000000, Animation Family,http://disney.go.com/pooh/home/,51162, owl tiger aftercreditsstinger duringcreditsstinger,en,Winnie the Pooh,"During an ordinary day in Hundred Acre Wood, Winnie the Pooh sets out to find some honey. Misinterpreting a note from Christopher Robin, Pooh convinces Tigger, Rabbit, Piglet, Owl, Kanga, Roo, and Eeyore that their young friend has been captured by a creature named ""Backson"" and they set out to save him.",19.143721,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-04-13,14460000,63.0,Released,Oh Pooh.,Winnie the Pooh,6.8,258
19000000, Comedy,,10152, skateboarding adoption friendship fate,en,Dumb and Dumberer: When Harry Met Lloyd,"This wacky prequel to the 1994 blockbuster goes back to the lame-brained Harry and Lloyd's days as classmates at a Rhode Island high school, where the unprincipled principal puts the pair in remedial courses as part of a scheme to fleece the school.",15.67747,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2003-06-13,39267515,85.0,Released,The evolution of dumb...,Dumb and Dumberer: When Harry Met Lloyd,4.1,210
30000000, Comedy Drama,,9452, missionofmurder politics electioncampaign liberal swearing politicalsatire hiphopculture,en,Bulworth,A suicidally disillusioned liberal politician puts a contract out on himself and takes the opportunity to be bluntly honest with his voters by affecting the rhythms and speech of hip-hop music and culture.,4.52363,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1998-05-15,29202884,108.0,Released,Brace yourself. This politician is about to tell the truth!,Bulworth,6.3,66
30000000, Action Crime ScienceFiction Thriller,,9271, artificialintelligence andro hologram computerprogram virtualreality excop visualeffect policetraining,en,Virtuosity,"The Law Enforcement Technology Advancement Centre (LETAC) has developed SID version 6.7: a Sadistic, Intelligent, and Dangerous virtual reality entity which is synthesized from the personalities of more than 150 serial killers, and only one man can stop him.",5.301589,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1995-08-04,24048000,106.0,Released,Justice needs a new program.,Virtuosity,5.4,163
30000000, Action Thriller,http://www.sanctummovie.com/,48340, cave water adventure,en,Sanctum,"The 3-D action-thriller Sanctum, from executive producer James Cameron, follows a team of underwater cave divers on a treacherous expedition to the largest, most beautiful and least accessible cave system on Earth. When a tropical storm forces them deep into the caverns, they must fight raging water, deadly terrain and creeping panic as they search for an unknown escape route to the sea. Master diver Frank McGuire (Richard Roxburgh) has explored the South Pacific's Esa-ala Caves for months. But when his exit is cut off in a flash flood, Frank's team--including 17-year-old son Josh (Rhys Wakefield) and financier Carl Hurley (Ioan Gruffudd)--are forced to radically alter plans. With dwindling supplies, the crew must navigate an underwater labyrinth to make it out. Soon, they are confronted with the unavoidable question: Can they survive, or will they be trapped forever?",20.063165,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""AU"", ""name"": ""Australia""}]",2011-02-03,108609310,108.0,Released,The only way out is down.,Sanctum,5.8,339
35000000, Comedy Romance Drama,,14846, plan,en,Little Black Book,"Determined to learn about her boyfriend's past relationships, Stacy -- who works for a talk show -- becomes a bona fide snoop. With her colleague, Barb, Stacy gets the names of Derek's ex-lovers and interviews them, supposedly for an upcoming show. But what she learns only adds to her confusion, and her plans begin to unravel when she befriends one of the women.",6.246199,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-08-06,22034832,111.0,Released,Have you ever been tempted to look inside his...,Little Black Book,5.2,112
30000000, Comedy,http://www.thefiveyearengagementmovie.com/,72207, sex sanfrancisco restaurant frustration chase offer engagement love psychologist wedding proposal chef ceremony englishwoman ring unemployed,en,The Five-Year Engagement,"Exactly one year after Tom meets Violet, he surprises her with a wedding ring. By all accounts, Tom and Violet are destined for their happily ever after. However, this engaged couple just keep getting tripped up on the long walk down the aisle.",27.71063,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012-04-27,53909751,124.0,Released,A comedy about the journey between popping the question and tying the knot.,The Five-Year Engagement,5.7,457
