,guest,hotel,discount,price,earning
1127,guest_1580,hotel_278,0.13,279,242.73
1128,guest_2160,hotel_22,0.18,61,50.02
1129,guest_1209,hotel_270,0.01,273,270.27
1130,guest_1031,hotel_63,0.03,290,281.3
1131,guest_135,hotel_137,0.16,92,77.28
1132,guest_2726,hotel_278,0.14,279,239.94
1133,guest_606,hotel_188,0.0,242,242.0
1134,guest_428,hotel_92,0.07,59,54.87
1135,guest_3784,hotel_321,0.0,54,54.0
1136,guest_3211,hotel_271,0.19,172,139.32000000000002
1137,guest_2700,hotel_260,0.13,197,171.39
1138,guest_1929,hotel_72,0.06,253,237.82
1139,guest_2833,hotel_84,0.09,225,204.75
1140,guest_1871,hotel_58,0.09,120,109.2
1141,guest_1158,hotel_264,0.14,153,131.57999999999998
1142,guest_3395,hotel_166,0.18,236,193.52
1143,guest_3080,hotel_16,0.18,101,82.82000000000001
1144,guest_454,hotel_95,0.16,293,246.12
1145,guest_1055,hotel_147,0.11,251,223.39000000000001
1146,guest_3204,hotel_76,0.16,134,112.56
1147,guest_3698,hotel_334,0.06,83,78.02
1148,guest_3269,hotel_367,0.07,271,252.02999999999997
1149,guest_1164,hotel_262,0.19,68,55.080000000000005
1150,guest_2847,hotel_298,0.15,283,240.54999999999998
1151,guest_3723,hotel_282,0.0,241,241.0
1152,guest_3804,hotel_265,0.06,265,249.1
1153,guest_3511,hotel_95,0.03,293,284.21
1154,guest_957,hotel_383,0.01,178,176.22
1155,guest_1726,hotel_49,0.01,50,49.5
1156,guest_551,hotel_176,0.05,297,282.15
1157,guest_660,hotel_313,0.15,183,155.54999999999998
1158,guest_3328,hotel_370,0.13,229,199.23
1159,guest_75,hotel_92,0.02,59,57.82
1160,guest_806,hotel_338,0.08,133,122.36
1161,guest_1376,hotel_262,0.06,68,63.919999999999995
1162,guest_2324,hotel_33,0.08,108,99.36
1163,guest_1229,hotel_229,0.14,246,211.56
1164,guest_1041,hotel_61,0.14,157,135.02
1165,guest_1563,hotel_276,0.01,245,242.55
1166,guest_1995,hotel_159,0.02,209,204.82
1167,guest_966,hotel_329,0.02,239,234.22
1168,guest_3717,hotel_287,0.01,160,158.4
1169,guest_147,hotel_206,0.09,187,170.17000000000002
1170,guest_2105,hotel_3,0.09,141,128.31
1171,guest_1471,hotel_143,0.11,202,179.78
1172,guest_2177,hotel_143,0.07,202,187.85999999999999
1173,guest_2613,hotel_209,0.07,233,216.69
1174,guest_2836,hotel_67,0.1,197,177.3
1175,guest_2366,hotel_291,0.19,107,86.67
1176,guest_3833,hotel_7,0.18,69,56.580000000000005
1177,guest_446,hotel_98,0.08,201,184.92000000000002
1178,guest_1674,hotel_360,0.13,75,65.25
1179,guest_779,hotel_34,0.03,172,166.84
1180,guest_1291,hotel_159,0.03,209,202.73
1181,guest_922,hotel_262,0.06,68,63.919999999999995
1182,guest_3333,hotel_150,0.12,81,71.28
1183,guest_3318,hotel_13,0.04,198,190.07999999999998
1184,guest_163,hotel_94,0.13,112,97.44
1185,guest_3202,hotel_104,0.0,73,73.0
1186,guest_3313,hotel_263,0.06,260,244.39999999999998
1187,guest_2664,hotel_176,0.0,297,297.0
1188,guest_313,hotel_167,0.04,55,52.8
1189,guest_3367,hotel_60,0.19,242,196.02
1190,guest_655,hotel_263,0.03,260,252.2
1191,guest_3109,hotel_31,0.14,198,170.28
1192,guest_435,hotel_233,0.02,278,272.44
1193,guest_1380,hotel_400,0.03,145,140.65
1194,guest_1829,hotel_356,0.0,208,208.0
1195,guest_2878,hotel_248,0.08,208,191.36
1196,guest_1357,hotel_309,0.03,122,118.34
1197,guest_2300,hotel_312,0.01,286,283.14
1198,guest_3399,hotel_74,0.09,278,252.98000000000002
1199,guest_1227,hotel_332,0.11,278,247.42000000000002
1200,guest_10,hotel_114,0.0,178,178.0
1201,guest_3158,hotel_327,0.01,228,225.72
1202,guest_3042,hotel_149,0.01,278,275.21999999999997
1203,guest_2276,hotel_361,0.03,219,212.43
1204,guest_1346,hotel_316,0.01,187,185.13
1205,guest_3972,hotel_114,0.03,178,172.66
1206,guest_3783,hotel_277,0.02,281,275.38
1207,guest_337,hotel_12,0.04,224,215.04
1208,guest_422,hotel_274,0.07,166,154.38
1209,guest_1333,hotel_54,0.02,238,233.24
1210,guest_3807,hotel_187,0.01,215,212.85
1211,guest_2374,hotel_191,0.07,250,232.49999999999997
1212,guest_995,hotel_182,0.12,176,154.88
1213,guest_3046,hotel_318,0.18,146,119.72000000000001
1214,guest_3272,hotel_223,0.04,291,279.36
1215,guest_290,hotel_251,0.03,109,105.73
1216,guest_3457,hotel_379,0.12,263,231.44
1217,guest_3156,hotel_145,0.11,127,113.03
1218,guest_1335,hotel_305,0.17,74,61.419999999999995
1219,guest_83,hotel_310,0.02,214,209.72
1220,guest_3218,hotel_344,0.04,98,94.08
1221,guest_3598,hotel_189,0.13,73,63.51
1222,guest_1017,hotel_343,0.1,217,195.3
1223,guest_958,hotel_345,0.18,136,111.52000000000001
1224,guest_3572,hotel_288,0.16,135,113.39999999999999
1225,guest_1322,hotel_202,0.07,288,267.84
1226,guest_1613,hotel_139,0.0,289,289.0
1227,guest_1705,hotel_2,0.05,92,87.39999999999999
1228,guest_3106,hotel_263,0.08,260,239.20000000000002
1229,guest_2552,hotel_153,0.0,90,90.0
1230,guest_109,hotel_153,0.13,90,78.3
1231,guest_3408,hotel_144,0.0,59,59.0
1232,guest_689,hotel_47,0.17,54,44.82
1233,guest_45,hotel_35,0.0,135,135.0
1234,guest_3123,hotel_89,0.12,200,176.0
1235,guest_2334,hotel_217,0.17,292,242.35999999999999
1236,guest_1391,hotel_322,0.17,229,190.07
1237,guest_3152,hotel_256,0.11,98,87.22
1238,guest_1690,hotel_122,0.17,167,138.60999999999999
1239,guest_2179,hotel_304,0.01,140,138.6
1240,guest_1678,hotel_56,0.02,202,197.96
1241,guest_2923,hotel_132,0.05,192,182.39999999999998
1242,guest_3583,hotel_143,0.04,202,193.92
1243,guest_722,hotel_238,0.16,88,73.92
1244,guest_2016,hotel_72,0.05,253,240.35
1245,guest_3762,hotel_159,0.06,209,196.45999999999998
1246,guest_3390,hotel_88,0.11,75,66.75
1247,guest_3630,hotel_282,0.16,241,202.44
1248,guest_3168,hotel_51,0.03,140,135.79999999999998
1249,guest_1308,hotel_166,0.02,236,231.28
1250,guest_3989,hotel_400,0.07,145,134.85
1251,guest_3916,hotel_86,0.13,116,100.92
1252,guest_2917,hotel_90,0.0,85,85.0
1253,guest_2360,hotel_376,0.17,238,197.54
1254,guest_159,hotel_191,0.03,250,242.5
1255,guest_1195,hotel_122,0.06,167,156.98
1256,guest_2157,hotel_76,0.14,134,115.24
1257,guest_1428,hotel_397,0.02,68,66.64
1258,guest_216,hotel_306,0.06,203,190.82
1259,guest_3050,hotel_215,0.06,133,125.02
1260,guest_229,hotel_205,0.19,183,148.23000000000002
1261,guest_1084,hotel_175,0.11,120,106.8
1262,guest_2224,hotel_191,0.19,250,202.5
1263,guest_1616,hotel_190,0.04,50,48.0
1264,guest_2364,hotel_63,0.15,290,246.5
1265,guest_3670,hotel_261,0.19,209,169.29000000000002
1266,guest_1410,hotel_82,0.12,259,227.92
1267,guest_1379,hotel_374,0.1,176,158.4
1268,guest_2537,hotel_55,0.1,241,216.9
1269,guest_1762,hotel_260,0.02,197,193.06
1270,guest_1936,hotel_103,0.15,241,204.85
1271,guest_1243,hotel_398,0.0,102,102.0
1272,guest_1833,hotel_129,0.1,85,76.5
1273,guest_2737,hotel_283,0.11,71,63.19
1274,guest_3502,hotel_272,0.12,180,158.4
1275,guest_638,hotel_273,0.03,66,64.02
1276,guest_4,hotel_398,0.0,102,102.0
1277,guest_611,hotel_242,0.01,57,56.43
1278,guest_230,hotel_23,0.02,54,52.92
1279,guest_258,hotel_203,0.08,120,110.4
1280,guest_2807,hotel_57,0.09,134,121.94
1281,guest_324,hotel_233,0.05,278,264.09999999999997
1282,guest_3808,hotel_347,0.0,216,216.0
1283,guest_949,hotel_27,0.19,299,242.19000000000003
1284,guest_1775,hotel_331,0.14,236,202.96
1285,guest_1897,hotel_100,0.1,160,144.0
1286,guest_2978,hotel_100,0.03,160,155.2
1287,guest_3795,hotel_317,0.18,127,104.14000000000001
1288,guest_781,hotel_211,0.05,102,96.89999999999999
1289,guest_2073,hotel_12,0.1,224,201.6
1290,guest_3287,hotel_75,0.14,213,183.18
1291,guest_1631,hotel_242,0.09,57,51.870000000000005
1292,guest_3411,hotel_105,0.12,132,116.16
1293,guest_3252,hotel_165,0.12,102,89.76
1294,guest_1669,hotel_69,0.13,230,200.1
1295,guest_3606,hotel_276,0.12,245,215.6
1296,guest_1124,hotel_83,0.02,208,203.84
1297,guest_2126,hotel_295,0.17,76,63.08
1298,guest_402,hotel_129,0.1,85,76.5
1299,guest_399,hotel_208,0.19,81,65.61
1300,guest_1562,hotel_277,0.03,281,272.57
1301,guest_102,hotel_370,0.0,229,229.0
1302,guest_730,hotel_276,0.15,245,208.25
1303,guest_1509,hotel_137,0.18,92,75.44000000000001
1304,guest_2710,hotel_239,0.0,275,275.0
1305,guest_891,hotel_174,0.18,72,59.040000000000006
1306,guest_353,hotel_5,0.05,298,283.09999999999997
1307,guest_990,hotel_124,0.12,255,224.4
1308,guest_299,hotel_58,0.02,120,117.6
1309,guest_2789,hotel_176,0.03,297,288.09
1310,guest_1418,hotel_148,0.05,206,195.7
1311,guest_1566,hotel_16,0.19,101,81.81
1312,guest_3012,hotel_258,0.13,209,181.83
1313,guest_3221,hotel_6,0.17,58,48.14
1314,guest_132,hotel_75,0.16,213,178.92
1315,guest_2197,hotel_122,0.08,167,153.64000000000001
1316,guest_2732,hotel_102,0.06,73,68.61999999999999
1317,guest_531,hotel_142,0.04,145,139.2
1318,guest_2906,hotel_251,0.08,109,100.28
1319,guest_3088,hotel_41,0.05,282,267.9
1320,guest_3250,hotel_345,0.15,136,115.6
1321,guest_3757,hotel_101,0.17,158,131.14
1322,guest_3181,hotel_49,0.06,50,47.0
1323,guest_1990,hotel_347,0.11,216,192.24
1324,guest_3098,hotel_399,0.13,284,247.08
1325,guest_3398,hotel_178,0.1,258,232.20000000000002
1326,guest_2411,hotel_87,0.17,266,220.78
1327,guest_3426,hotel_25,0.0,213,213.0
1328,guest_627,hotel_165,0.15,102,86.7
1329,guest_1238,hotel_380,0.12,290,255.2
1330,guest_2095,hotel_32,0.11,172,153.08
1331,guest_1136,hotel_282,0.03,241,233.76999999999998
1332,guest_2055,hotel_120,0.05,66,62.699999999999996
1333,guest_1207,hotel_150,0.0,81,81.0
1334,guest_2354,hotel_82,0.07,259,240.86999999999998
1335,guest_1795,hotel_200,0.0,186,186.0
1336,guest_589,hotel_323,0.08,140,128.8
1337,guest_1820,hotel_380,0.02,290,284.2
1338,guest_3836,hotel_197,0.01,125,123.75
1339,guest_2058,hotel_304,0.18,140,114.80000000000001
1340,guest_249,hotel_80,0.19,239,193.59
1341,guest_1815,hotel_36,0.12,193,169.84
1342,guest_2713,hotel_144,0.0,59,59.0
1343,guest_389,hotel_70,0.09,85,77.35000000000001
1344,guest_1919,hotel_384,0.11,126,112.14
1345,guest_2969,hotel_206,0.15,187,158.95
1346,guest_97,hotel_78,0.03,149,144.53
1347,guest_750,hotel_184,0.11,298,265.22
1348,guest_2134,hotel_105,0.19,132,106.92
1349,guest_2250,hotel_56,0.0,202,202.0
1350,guest_2647,hotel_25,0.19,213,172.53
1351,guest_3848,hotel_11,0.03,226,219.22
1352,guest_773,hotel_47,0.09,54,49.14
1353,guest_1572,hotel_154,0.11,243,216.27
1354,guest_1794,hotel_245,0.12,290,255.2
1355,guest_1027,hotel_254,0.02,231,226.38
1356,guest_1786,hotel_22,0.02,61,59.78
1357,guest_55,hotel_340,0.15,243,206.54999999999998
1358,guest_3818,hotel_249,0.13,57,49.589999999999996
1359,guest_2393,hotel_364,0.01,176,174.24
1360,guest_769,hotel_280,0.08,78,71.76
1361,guest_1802,hotel_16,0.19,101,81.81
1362,guest_2229,hotel_318,0.05,146,138.7
1363,guest_3032,hotel_237,0.15,249,211.65
1364,guest_2811,hotel_323,0.03,140,135.79999999999998
1365,guest_3715,hotel_15,0.01,56,55.44
1366,guest_1956,hotel_292,0.08,125,115.0
1367,guest_1540,hotel_88,0.12,75,66.0
1368,guest_1384,hotel_374,0.18,176,144.32000000000002
1369,guest_1068,hotel_174,0.08,72,66.24000000000001
1370,guest_2125,hotel_57,0.02,134,131.32
1371,guest_1341,hotel_201,0.0,268,268.0
1372,guest_1406,hotel_314,0.09,277,252.07000000000002
1373,guest_457,hotel_143,0.17,202,167.66
1374,guest_884,hotel_361,0.06,219,205.85999999999999
1375,guest_1637,hotel_24,0.06,53,49.82
1376,guest_1388,hotel_398,0.01,102,100.98
1377,guest_1517,hotel_63,0.11,290,258.1
1378,guest_1472,hotel_178,0.13,258,224.46
1379,guest_2761,hotel_332,0.16,278,233.51999999999998
1380,guest_1780,hotel_34,0.05,172,163.4
1381,guest_50,hotel_96,0.15,208,176.79999999999998
1382,guest_1307,hotel_244,0.13,143,124.41
1383,guest_1436,hotel_250,0.12,298,262.24
1384,guest_3550,hotel_16,0.11,101,89.89
1385,guest_3931,hotel_384,0.1,126,113.4
1386,guest_2230,hotel_95,0.01,293,290.07
1387,guest_1790,hotel_323,0.03,140,135.79999999999998
1388,guest_869,hotel_138,0.07,212,197.16
1389,guest_3732,hotel_332,0.1,278,250.20000000000002
1390,guest_3064,hotel_281,0.02,165,161.7
1391,guest_3422,hotel_309,0.13,122,106.14
1392,guest_3794,hotel_312,0.11,286,254.54
1393,guest_273,hotel_397,0.17,68,56.44
1394,guest_3819,hotel_296,0.05,91,86.45
1395,guest_1338,hotel_91,0.12,192,168.96
1396,guest_3664,hotel_260,0.17,197,163.51
1397,guest_811,hotel_164,0.1,286,257.40000000000003
1398,guest_3899,hotel_202,0.08,288,264.96000000000004
1399,guest_3493,hotel_21,0.09,212,192.92000000000002
1400,guest_996,hotel_346,0.15,175,148.75
1401,guest_797,hotel_275,0.01,159,157.41
1402,guest_166,hotel_106,0.13,297,258.39
1403,guest_3752,hotel_180,0.0,224,224.0
1404,guest_2327,hotel_124,0.17,255,211.64999999999998
1405,guest_53,hotel_97,0.15,288,244.79999999999998
1406,guest_3945,hotel_29,0.15,145,123.25
1407,guest_3487,hotel_68,0.16,154,129.35999999999999
1408,guest_1316,hotel_97,0.03,288,279.36
1409,guest_1952,hotel_142,0.04,145,139.2
1410,guest_2359,hotel_276,0.19,245,198.45000000000002
1411,guest_951,hotel_43,0.0,273,273.0
1412,guest_2723,hotel_90,0.18,85,69.7
1413,guest_2504,hotel_277,0.06,281,264.14
1414,guest_2961,hotel_50,0.06,208,195.51999999999998
1415,guest_3254,hotel_1,0.06,273,256.62
1416,guest_2472,hotel_183,0.02,154,150.92
1417,guest_98,hotel_192,0.04,95,91.2
1418,guest_938,hotel_367,0.18,271,222.22000000000003
1419,guest_1868,hotel_317,0.17,127,105.41
1420,guest_3612,hotel_360,0.1,75,67.5
1421,guest_69,hotel_301,0.12,52,45.76
1422,guest_771,hotel_268,0.02,73,71.53999999999999
1423,guest_202,hotel_326,0.15,232,197.2
1424,guest_1287,hotel_145,0.12,127,111.76
1425,guest_1048,hotel_380,0.12,290,255.2
1426,guest_3286,hotel_31,0.11,198,176.22
1427,guest_1016,hotel_60,0.01,242,239.57999999999998
1428,guest_518,hotel_365,0.15,54,45.9
1429,guest_3547,hotel_70,0.15,85,72.25
1430,guest_1286,hotel_137,0.1,92,82.8
1431,guest_2879,hotel_323,0.02,140,137.2
1432,guest_3002,hotel_277,0.16,281,236.04
1433,guest_3639,hotel_227,0.03,201,194.97
1434,guest_2717,hotel_213,0.13,256,222.72
1435,guest_1412,hotel_299,0.19,170,137.70000000000002
1436,guest_1807,hotel_283,0.15,71,60.35
1437,guest_396,hotel_194,0.03,115,111.55
1438,guest_2632,hotel_83,0.13,208,180.96
1439,guest_1143,hotel_346,0.16,175,147.0
1440,guest_1382,hotel_89,0.02,200,196.0
1441,guest_1250,hotel_279,0.08,73,67.16
1442,guest_3771,hotel_319,0.02,278,272.44
1443,guest_233,hotel_108,0.01,132,130.68
1444,guest_470,hotel_273,0.02,66,64.67999999999999
1445,guest_248,hotel_25,0.04,213,204.48
1446,guest_2425,hotel_59,0.0,116,116.0
1447,guest_2605,hotel_368,0.18,249,204.18
1448,guest_3644,hotel_370,0.01,229,226.71
1449,guest_3788,hotel_320,0.16,56,47.04
1450,guest_3391,hotel_4,0.06,157,147.57999999999998
1451,guest_585,hotel_74,0.09,278,252.98000000000002
1452,guest_2532,hotel_274,0.02,166,162.68
1453,guest_63,hotel_377,0.1,167,150.3
1454,guest_1537,hotel_124,0.06,255,239.7
1455,guest_956,hotel_317,0.14,127,109.22
1456,guest_3586,hotel_97,0.01,288,285.12
1457,guest_2882,hotel_75,0.16,213,178.92
1458,guest_1622,hotel_152,0.16,162,136.07999999999998
1459,guest_834,hotel_90,0.04,85,81.6
1460,guest_3256,hotel_254,0.17,231,191.73
1461,guest_2292,hotel_20,0.03,183,177.51
1462,guest_2758,hotel_326,0.03,232,225.04
1463,guest_1493,hotel_245,0.08,290,266.8
1464,guest_1594,hotel_18,0.04,287,275.52
1465,guest_3230,hotel_282,0.11,241,214.49
1466,guest_3301,hotel_32,0.12,172,151.36
1467,guest_947,hotel_399,0.05,284,269.8
1468,guest_2857,hotel_193,0.01,179,177.21
1469,guest_383,hotel_162,0.18,258,211.56
1470,guest_1381,hotel_165,0.09,102,92.82000000000001
1471,guest_932,hotel_376,0.14,238,204.68
1472,guest_122,hotel_77,0.04,77,73.92
1473,guest_3662,hotel_56,0.16,202,169.68
1474,guest_2610,hotel_27,0.17,299,248.17
1475,guest_3208,hotel_309,0.19,122,98.82000000000001
1476,guest_2898,hotel_67,0.17,197,163.51
1477,guest_3772,hotel_397,0.04,68,65.28
1478,guest_1914,hotel_398,0.06,102,95.88
1479,guest_1765,hotel_102,0.19,73,59.13
1480,guest_3058,hotel_388,0.06,286,268.84
1481,guest_3985,hotel_2,0.03,92,89.24
1482,guest_3932,hotel_372,0.09,203,184.73000000000002
1483,guest_855,hotel_9,0.12,227,199.76
1484,guest_1597,hotel_385,0.15,228,193.79999999999998
1485,guest_3802,hotel_344,0.06,98,92.11999999999999
1486,guest_802,hotel_321,0.13,54,46.98
1487,guest_2244,hotel_192,0.04,95,91.2
1488,guest_1152,hotel_288,0.0,135,135.0
1489,guest_807,hotel_394,0.01,291,288.09
1490,guest_2164,hotel_349,0.1,134,120.60000000000001
1491,guest_2748,hotel_290,0.09,184,167.44
1492,guest_3223,hotel_73,0.13,259,225.33
1493,guest_1826,hotel_214,0.11,79,70.31
1494,guest_2657,hotel_303,0.1,160,144.0
1495,guest_1698,hotel_178,0.0,258,258.0
1496,guest_1789,hotel_2,0.01,92,91.08
1497,guest_234,hotel_273,0.0,66,66.0
1498,guest_2530,hotel_359,0.18,163,133.66
1499,guest_599,hotel_160,0.16,68,57.12
1500,guest_3094,hotel_53,0.09,56,50.96
1501,guest_2908,hotel_36,0.16,193,162.12
1502,guest_1092,hotel_175,0.06,120,112.8
1503,guest_461,hotel_264,0.08,153,140.76000000000002
1504,guest_3397,hotel_117,0.1,282,253.8
1505,guest_650,hotel_213,0.0,256,256.0
1506,guest_3874,hotel_211,0.13,102,88.74
1507,guest_274,hotel_335,0.01,170,168.3
1508,guest_1430,hotel_170,0.05,93,88.35
1509,guest_3619,hotel_52,0.03,156,151.32
1510,guest_1620,hotel_325,0.09,212,192.92000000000002
1511,guest_1863,hotel_314,0.09,277,252.07000000000002
1512,guest_3730,hotel_394,0.01,291,288.09
1513,guest_1475,hotel_355,0.15,246,209.1
1514,guest_1249,hotel_191,0.01,250,247.5
1515,guest_3142,hotel_316,0.03,187,181.39
1516,guest_645,hotel_49,0.13,50,43.5
1517,guest_2795,hotel_18,0.16,287,241.07999999999998
1518,guest_2518,hotel_157,0.08,65,59.800000000000004
1519,guest_691,hotel_394,0.18,291,238.62
1520,guest_3563,hotel_183,0.04,154,147.84
1521,guest_113,hotel_143,0.05,202,191.89999999999998
1522,guest_1662,hotel_315,0.02,221,216.57999999999998
1523,guest_2727,hotel_274,0.08,166,152.72
1524,guest_614,hotel_312,0.11,286,254.54
1525,guest_220,hotel_192,0.1,95,85.5
1526,guest_3581,hotel_325,0.09,212,192.92000000000002
1527,guest_3941,hotel_294,0.13,140,121.8
1528,guest_3028,hotel_29,0.14,145,124.7
1529,guest_28,hotel_21,0.19,212,171.72
1530,guest_1803,hotel_47,0.08,54,49.68
1531,guest_3881,hotel_262,0.03,68,65.96
1532,guest_1977,hotel_165,0.17,102,84.66
1533,guest_2548,hotel_251,0.07,109,101.36999999999999
1534,guest_2779,hotel_89,0.04,200,192.0
1535,guest_3618,hotel_181,0.16,108,90.72
1536,guest_185,hotel_367,0.04,271,260.15999999999997
1537,guest_3627,hotel_82,0.19,259,209.79000000000002
1538,guest_2165,hotel_272,0.15,180,153.0
1539,guest_3736,hotel_84,0.09,225,204.75
1540,guest_1043,hotel_205,0.1,183,164.70000000000002
1541,guest_1290,hotel_98,0.14,201,172.85999999999999
1542,guest_1732,hotel_285,0.12,208,183.04
1543,guest_3942,hotel_184,0.08,298,274.16
1544,guest_2109,hotel_154,0.0,243,243.0
1545,guest_3370,hotel_399,0.06,284,266.96
1546,guest_306,hotel_262,0.03,68,65.96
1547,guest_199,hotel_375,0.19,268,217.08
1548,guest_3953,hotel_389,0.18,98,80.36
1549,guest_2782,hotel_86,0.11,116,103.24
1550,guest_2846,hotel_196,0.19,96,77.76
1551,guest_2970,hotel_353,0.14,197,169.42
1552,guest_1527,hotel_210,0.12,175,154.0
1553,guest_533,hotel_211,0.04,102,97.92
1554,guest_3421,hotel_380,0.01,290,287.1
1555,guest_3661,hotel_66,0.14,225,193.5
1556,guest_3538,hotel_121,0.03,56,54.32
1557,guest_3799,hotel_57,0.05,134,127.3
1558,guest_2143,hotel_250,0.07,298,277.14
1559,guest_2645,hotel_73,0.11,259,230.51
1560,guest_2707,hotel_332,0.14,278,239.07999999999998
1561,guest_719,hotel_194,0.01,115,113.85
1562,guest_3081,hotel_328,0.16,195,163.79999999999998
1563,guest_2772,hotel_378,0.18,194,159.08
1564,guest_1236,hotel_71,0.14,175,150.5
1565,guest_2443,hotel_288,0.18,135,110.7
1566,guest_482,hotel_134,0.05,69,65.55
1567,guest_2399,hotel_33,0.19,108,87.48
1568,guest_825,hotel_180,0.15,224,190.4
1569,guest_690,hotel_67,0.14,197,169.42
1570,guest_2207,hotel_224,0.17,76,63.08
1571,guest_1713,hotel_31,0.02,198,194.04
1572,guest_2654,hotel_222,0.07,231,214.82999999999998
1573,guest_1402,hotel_223,0.03,291,282.27
1574,guest_629,hotel_191,0.19,250,202.5
1575,guest_1846,hotel_249,0.12,57,50.160000000000004
1576,guest_814,hotel_143,0.18,202,165.64000000000001
1577,guest_785,hotel_89,0.1,200,180.0
1578,guest_3074,hotel_276,0.02,245,240.1
1579,guest_517,hotel_47,0.1,54,48.6
1580,guest_3201,hotel_186,0.08,181,166.52
1581,guest_919,hotel_267,0.09,261,237.51000000000002
1582,guest_1256,hotel_86,0.11,116,103.24
1583,guest_2570,hotel_381,0.04,276,264.96
1584,guest_3100,hotel_230,0.12,299,263.12
1585,guest_1651,hotel_342,0.16,139,116.75999999999999
1586,guest_2976,hotel_101,0.06,158,148.51999999999998
1587,guest_3915,hotel_13,0.16,198,166.32
1588,guest_131,hotel_198,0.16,84,70.56
1589,guest_3308,hotel_373,0.02,261,255.78
1590,guest_1828,hotel_5,0.18,298,244.36
1591,guest_2406,hotel_7,0.14,69,59.339999999999996
1592,guest_1130,hotel_222,0.19,231,187.11
1593,guest_2266,hotel_97,0.04,288,276.48
1594,guest_516,hotel_135,0.0,66,66.0
1595,guest_1559,hotel_194,0.03,115,111.55
1596,guest_1125,hotel_108,0.13,132,114.84
1597,guest_1979,hotel_373,0.01,261,258.39
1598,guest_3401,hotel_61,0.16,157,131.88
1599,guest_2739,hotel_260,0.19,197,159.57000000000002
1600,guest_1299,hotel_295,0.13,76,66.12
1601,guest_1736,hotel_181,0.11,108,96.12
1602,guest_2176,hotel_84,0.18,225,184.5
1603,guest_3823,hotel_46,0.0,214,214.0
1604,guest_1951,hotel_234,0.17,211,175.13
1605,guest_3077,hotel_362,0.11,205,182.45
1606,guest_3623,hotel_146,0.12,226,198.88
1607,guest_336,hotel_21,0.09,212,192.92000000000002
1608,guest_2524,hotel_115,0.18,244,200.08
1609,guest_3968,hotel_239,0.07,275,255.74999999999997
1610,guest_1546,hotel_245,0.15,290,246.5
1611,guest_2990,hotel_148,0.12,206,181.28
1612,guest_3047,hotel_46,0.1,214,192.6
1613,guest_3835,hotel_367,0.13,271,235.77
1614,guest_2053,hotel_278,0.17,279,231.57
1615,guest_1491,hotel_90,0.07,85,79.05
1616,guest_170,hotel_305,0.05,74,70.3
1617,guest_1813,hotel_115,0.02,244,239.12
1618,guest_1953,hotel_157,0.05,65,61.75
1619,guest_639,hotel_266,0.11,169,150.41
1620,guest_789,hotel_195,0.13,94,81.78
1621,guest_268,hotel_39,0.01,274,271.26
1622,guest_828,hotel_397,0.08,68,62.56
1623,guest_1354,hotel_198,0.07,84,78.11999999999999
1624,guest_504,hotel_233,0.11,278,247.42000000000002
1625,guest_3325,hotel_133,0.05,189,179.54999999999998
1626,guest_1086,hotel_246,0.0,127,127.0
1627,guest_793,hotel_163,0.06,116,109.03999999999999
1628,guest_1496,hotel_128,0.13,171,148.77
1629,guest_31,hotel_56,0.17,202,167.66
1630,guest_397,hotel_272,0.04,180,172.79999999999998
1631,guest_3041,hotel_223,0.15,291,247.35
1632,guest_1500,hotel_236,0.12,145,127.6
1633,guest_2459,hotel_29,0.03,145,140.65
1634,guest_2066,hotel_310,0.19,214,173.34
1635,guest_105,hotel_325,0.18,212,173.84
1636,guest_3251,hotel_230,0.17,299,248.17
1637,guest_3404,hotel_44,0.07,243,225.98999999999998
1638,guest_514,hotel_17,0.05,121,114.94999999999999
1639,guest_1916,hotel_195,0.01,94,93.06
1640,guest_1013,hotel_308,0.07,269,250.17
1641,guest_2000,hotel_319,0.04,278,266.88
1642,guest_270,hotel_393,0.19,249,201.69000000000003
1643,guest_927,hotel_167,0.18,55,45.1
1644,guest_873,hotel_359,0.03,163,158.10999999999999
1645,guest_2658,hotel_312,0.12,286,251.68
1646,guest_746,hotel_319,0.07,278,258.53999999999996
1647,guest_3105,hotel_147,0.19,251,203.31
1648,guest_3551,hotel_199,0.18,240,196.8
1649,guest_852,hotel_224,0.06,76,71.44
1650,guest_2107,hotel_86,0.14,116,99.76
1651,guest_2981,hotel_122,0.02,167,163.66
1652,guest_3433,hotel_112,0.18,82,67.24000000000001
1653,guest_16,hotel_183,0.09,154,140.14000000000001
1654,guest_2318,hotel_374,0.05,176,167.2
1655,guest_2974,hotel_384,0.17,126,104.58
1656,guest_3017,hotel_338,0.12,133,117.04
1657,guest_1148,hotel_52,0.0,156,156.0
1658,guest_1689,hotel_215,0.18,133,109.06
1659,guest_3518,hotel_19,0.03,113,109.61
1660,guest_2591,hotel_209,0.14,233,200.38
1661,guest_2815,hotel_328,0.09,195,177.45000000000002
1662,guest_3959,hotel_68,0.06,154,144.76
1663,guest_3852,hotel_377,0.16,167,140.28
1664,guest_3089,hotel_156,0.01,228,225.72
1665,guest_1699,hotel_52,0.17,156,129.48
1666,guest_2928,hotel_186,0.11,181,161.09
1667,guest_2988,hotel_63,0.08,290,266.8
1668,guest_3361,hotel_355,0.1,246,221.4
1669,guest_912,hotel_399,0.16,284,238.56
1670,guest_1432,hotel_384,0.17,126,104.58
1671,guest_2957,hotel_245,0.08,290,266.8
